Highest Charting Position,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms)
19,0.69,0.626,-5.693,0.306,0.105,0.0881,184.009,185681
4,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064
7,0.38,0.339,-7.885,0.0338,0.691,0.12,100.607,229227
5,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014
44,0.638,0.49,-5.726,0.226,0.885,0.156,179.905,193480
45,0.954,0.367,-9.551,0.288,0.341,0.0979,124.026,211935
35,0.575,0.568,-5.509,0.03,0.0484,0.286,93.986,206280
1,0.593,0.503,-6.725,0.22,0.293,0.405,178.781,137704
32,0.778,0.571,-4.776,0.0788,0.0423,0.0964,134.999,110222
31,0.908,0.669,-2.827,0.0738,0.00286,0.237,112.238,290320
48,0.787,0.7,-4.598,0.0768,0.568,0.663,90.02,233453
2,0.759,0.459,-5.187,0.0948,0.00323,0.0906,109.997,164442
36,0.494,0.428,-7.239,0.205,0.236,0.0816,87.724,157497
53,0.796,0.68,-5.555,0.37,0.0575,0.103,179.923,176143
2,0.68,0.826,-5.487,0.0309,0.0212,0.543,118.051,215627
1,0.561,0.431,-8.81,0.0578,0.768,0.106,143.875,242013
32,0.766,0.295,-7.893,0.0464,0.947,0.119,136.016,188107
57,0.52,0.852,-5.866,0.0543,0.00237,0.0733,140.267,253587
58,0.672,0.745,-5.269,0.3,0.438,0.0699,173.974,413111
1,0.731,0.573,-10.059,0.0544,0.401,0.113,109.928,205090
45,0.746,0.844,-3.499,0.0359,0.062,0.149,123.014,189333
61,0.583,0.61,-5.639,0.0382,0.00425,0.14,114.06,214740
34,0.748,0.761,-6.621,0.102,0.122,0.0984,116.041,179940
63,0.773,0.742,-3.678,0.046,0.0206,0.0754,114.071,165265
63,0.808,0.697,-5.899,0.241,0.041,0.0546,95.06,232020
65,0.742,0.832,-6.812,0.156,0.425,0.108,105.978,191710
6,0.332,0.225,-8.697,0.0348,0.767,0.128,81.055,298899
38,0.614,0.644,-5.372,0.0426,0.0134,0.117,160.036,206772
14,0.773,0.422,-4.572,0.187,0.00783,0.129,77.502,136267
1,0.714,0.8,-4.808,0.0504,0.127,0.359,134.002,211560
23,0.594,0.612,-6.627,0.363,0.835,0.461,179.629,168020
9,0.727,0.739,-3.805,0.0411,0.365,0.161,93.005,145800
72,0.522,0.922,-4.805,0.0616,0.000745,0.0976,176.105,170134
4,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39,174000
74,0.783,0.75,-5.762,0.078,0.426,0.241,97.953,140665
75,0.551,0.436,-8.029,0.0428,0.395,0.0719,188.651,170745
50,0.913,0.603,-4.892,0.226,0.0272,0.167,123.061,234093
77,0.674,0.58,-4.866,0.0311,0.0609,0.159,121.987,259672
45,0.643,0.436,-11.322,0.0357,0.702,0.115,71.969,242000
69,0.742,0.527,-6.892,0.0769,0.327,0.25,84.974,169238
51,0.949,0.661,-4.244,0.0572,0.0302,0.0454,104.504,284200
52,0.86,0.791,-4.784,0.0568,0.169,0.106,92.023,175918
80,0.827,0.768,-5.702,0.265,0.79,0.497,99.988,137533
10,0.725,0.86,-3.726,0.182,0.422,0.0674,175.896,230125
9,0.687,0.781,-4.806,0.053,0.0361,0.0755,97.014,193507
2,0.793,0.793,-4.521,0.083,0.0123,0.0951,123.95,183290
3,0.442,0.612,-7.222,0.112,0.584,0.37,180.917,215507
2,0.78,0.719,-3.613,0.0506,0.302,0.0931,127.962,199604
1,0.677,0.696,-6.181,0.119,0.321,0.42,90.03,198082
3,0.534,0.725,-3.906,0.046,0.091,0.0264,88.098,225149
90,0.68,0.428,-8.107,0.135,0.376,0.355,98.222,269333
45,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,200548
16,0.776,0.78,-4.374,0.128,0.0622,0.081,124.949,204347
17,0.56,0.473,-7.23,0.0533,0.618,0.31,109.414,175345
1,0.755,0.522,-4.368,0.0575,0.533,0.0685,89.96,157560
67,0.309,0.883,-3.825,0.0808,0.0673,0.0849,159.488,195121
66,0.603,0.783,-4.023,0.062,0.449,0.119,172.041,173104
7,0.542,0.659,-7.289,0.0389,0.00279,0.105,120.122,234000
55,0.745,0.65,-11.814,0.346,0.0451,0.111,144.047,152137
99,0.83,0.739,-5.395,0.0627,0.136,0.162,97.993,240413
2,0.746,0.765,-4.41,0.0993,0.0112,0.0936,114.044,199054
29,0.816,0.775,-3.323,0.234,0.16,0.0543,93.431,270587
44,0.686,0.735,-4.616,0.264,0.00921,0.342,171.355,322227
24,0.351,0.296,-10.109,0.0333,0.934,0.095,115.284,200186
43,0.46,0.66,-6.642,0.0652,0.0108,0.34,141.722,191710
29,0.375,0.133,-10.624,0.0352,0.651,0.0695,131.721,187944
106,0.583,0.834,-4.875,0.0444,0.0495,0.0658,173.935,178203
4,0.501,0.405,-5.679,0.0319,0.751,0.105,109.891,182161
5,0.831,0.554,-9.998,0.218,0.161,0.152,140.026,168228
15,0.828,0.621,-6.414,0.0565,0.0164,0.0845,128.986,186173
37,0.656,0.823,-3.059,0.315,0.47,0.103,96.474,160000
101,0.429,0.661,-7.227,0.0281,0.00239,0.234,173.372,266773
14,0.744,0.868,-4.524,0.047,0.0326,0.0822,93.037,206420
36,0.677,0.557,-8.409,0.0694,0.00508,0.0984,150.127,206385
33,0.821,0.609,-6.541,0.268,0.378,0.136,133.133,141770
113,0.69,0.521,-8.492,0.339,0.324,0.0534,100.028,292799
63,0.746,0.251,-16.169,0.259,0.782,0.106,139.999,120027
68,0.574,0.664,-6.068,0.0409,0.0448,0.146,144.654,91870
102,0.716,0.638,-6.87,0.0392,0.486,0.0702,84.955,220716
55,0.345,0.941,-9.918,0.0466,3.84e-05,0.0511,179.626,147062
10,0.849,0.424,-9.579,0.324,0.0635,0.0834,145.887,242966
92,0.758,0.621,-8.033,0.125,0.0628,0.0809,79.949,142500
122,0.453,0.673,-5.649,0.144,0.32,0.131,92.06,159849
123,0.925,0.454,-3.533,0.273,0.252,0.128,135.02,125245
37,0.588,0.452,-4.75,0.0268,0.437,0.344,139.953,185723
19,0.659,0.688,-4.649,0.0673,0.207,0.113,153.979,273474
117,0.664,0.705,-4.972,0.0382,0.0654,0.118,122.016,257267
127,0.658,0.453,-7.378,0.39,0.131,0.0848,126.043,153960
109,0.489,0.918,-4.502,0.0554,3.53e-05,0.0908,116.731,300893
112,0.468,0.779,-4.839,0.0779,0.112,0.101,173.799,217747
130,0.76,0.703,-5.412,0.054,0.103,0.0913,95.997,231827
72,0.308,0.86,-4.111,0.168,0.0116,0.277,171.835,158774
99,0.588,0.521,-9.461,0.0329,0.0678,0.123,85.012,260173
111,0.728,0.697,-4.125,0.0456,0.0556,0.282,143.986,233653
81,0.548,0.847,-3.237,0.186,0.0622,0.0816,171.447,297787
3,0.735,0.795,-6.523,0.113,0.0296,0.0678,122,188918
136,0.743,0.752,-4.813,0.0414,0.0188,0.287,110.015,231173
17,0.754,0.646,-5.795,0.317,0.152,0.108,176.089,242573
138,0.764,0.705,-5.279,0.0278,0.0371,0.0943,101.003,196520
128,0.77,0.699,-6.59,0.199,0.0596,0.17,81.003,165315
1,0.825,0.652,-3.183,0.0802,0.581,0.0931,95.977,233713
44,0.527,0.835,-5.298,0.0433,0.0166,0.249,125.983,176658
116,0.647,0.514,-10.05,0.0593,0.0655,0.398,79.975,240693
23,0.652,0.583,-8.302,0.322,0.0165,0.042,180.042,202227
122,0.484,0.731,-6.694,0.0379,0.431,0.151,101.654,204280
36,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,138293
32,0.717,0.671,-5.077,0.0337,0.0018,0.0921,110.054,160657
11,0.414,0.404,-9.928,0.0499,0.271,0.3,71.105,354320
80,0.742,0.882,-2.862,0.117,0.0466,0.206,102.04,221176
58,0.894,0.859,-2.981,0.0471,0.159,0.075,134.947,145854
38,0.77,0.787,-3.748,0.0583,0.198,0.262,119.986,140500
4,0.599,0.448,-6.312,0.0232,0.163,0.106,95.05,263400
152,0.788,0.4,-6.454,0.115,0.454,0.0686,97.936,122227
12,0.792,0.625,-5.609,0.0536,0.00776,0.329,103.967,173987
40,0.734,0.846,-3.425,0.0489,0.166,0.235,98.026,209884
1,0.701,0.716,-3.671,0.0361,0.174,0.324,91.007,140533
98,0.352,0.911,-5.23,0.0747,0.00121,0.0995,148.033,222973
157,0.905,0.631,-10.06,0.177,0.129,0.101,105.026,160947
1,0.631,0.518,-8.771,0.0303,0.274,0.088,93.023,613027
1,0.695,0.762,-3.497,0.0395,0.192,0.0863,120.042,215280
60,0.762,0.801,-3.661,0.0409,0.2,0.254,93.992,136893
108,0.566,0.664,-5.303,0.0464,0.634,0.116,128.945,241688
12,0.357,0.425,-7.301,0.0333,0.584,0.322,102.078,198040
77,0.899,0.713,-2.752,0.366,0.255,0.0708,90.051,193467
72,0.732,0.831,-3.791,0.0691,0.554,0.903,123.942,177935
165,0.888,0.459,-8.154,0.0357,0.426,0.11,112.56,176078
142,0.424,0.438,-5.53,0.0553,0.617,0.0837,128.983,120308
1,0.824,0.587,-6.401,0.0937,0.69,0.149,98.029,209438
12,0.395,0.443,-9.72,0.133,0.765,0.0839,168.924,175933
42,0.592,0.457,-6.081,0.0603,0.661,0.146,146.04,110886
110,0.562,0.755,-4.367,0.112,0.0967,0.143,83.997,277693
24,0.773,0.47,-7.93,0.0299,0.0153,0.0851,94.995,162680
13,0.532,0.783,-5.697,0.0523,0.0038,0.161,124.08,247427
18,0.586,0.74,-2.997,0.404,0.555,0.11,71.378,519289
14,0.579,0.596,-4.823,0.0561,0.436,0.0549,119.9,188369
83,0.799,0.653,-5.453,0.037,0.019,0.0935,104.019,215281
56,0.837,0.717,-7.749,0.0822,0.0842,0.149,94.984,176233
104,0.691,0.631,-6.478,0.0368,0.0483,0.104,92.004,161124
3,0.511,0.566,-7.23,0.2,0.349,0.34,83.903,239836
12,0.658,0.671,-12.21,0.0363,0.0933,0.115,100.966,202093
180,0.93,0.774,-4.203,0.0744,0.605,0.12,116.972,109120
4,0.808,0.745,-5.26,0.342,0.145,0.292,165.995,210800
149,0.633,0.927,-4.468,0.0839,0.0267,0.0986,146.097,258432
1,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325
184,0.693,0.575,-7.633,0.0906,0.121,0.104,138.016,160052
45,0.498,0.59,-4.721,0.032,0.511,0.107,145.867,217867
186,0.583,0.297,-11.273,0.406,0.879,0.127,124.279,162907
22,0.855,0.488,-4.601,0.208,0.506,0.347,124.097,174253
5,0.586,0.616,-7.964,0.0324,0.182,0.0927,148.088,242096
189,0.755,0.87,-2.414,0.0936,0.00988,0.0917,124.032,174387
2,0.617,0.635,-6.769,0.0317,0.0498,0.164,103.019,247160
110,0.67,0.896,-4.673,0.058,0.0342,0.344,101.216,160000
52,0.695,0.884,-2.278,0.0753,0.0561,0.213,103.014,203808
117,0.548,0.532,-7.596,0.0323,0.186,0.217,85.03,272394
194,0.441,0.915,-4.096,0.112,0.306,0.252,185.936,153226
1,0.759,0.548,-6.049,0.029,0.0392,0.0828,116.967,190800
138,0.78,0.768,-4.325,0.238,0.0371,0.518,80.063,404107
19,0.459,0.575,-4.858,0.0573,0.604,0.0885,111.881,215107
174,0.508,0.792,-7.311,0.0297,0.229,0.145,147.067,320467
7,0.358,0.557,-7.398,0.059,0.695,0.0902,85.043,211467
9,0.749,0.463,-8.433,0.0842,0.21,0.338,90.035,226987
1,0.621,0.782,-5.548,0.044,0.0125,0.23,128.033,198938
1,0.52,0.731,-5.338,0.0557,0.342,0.311,173.93,167303
2,0.911,0.712,-5.105,0.0817,0.0901,0.0933,92.005,178567
4,0.65,0.715,-5.198,0.253,0.0993,0.126,106.672,243717
1,0.629,0.547,-13.123,0.055,0.72,0.0604,108.375,298933
6,0.919,0.623,-6.521,0.0992,0.184,0.0609,130.037,157018
7,0.801,0.475,-8.797,0.0516,0.141,0.0639,98.047,213061
1,0.44,0.317,-9.258,0.0531,0.891,0.141,169.914,233456
3,0.647,0.686,-5.745,0.0413,0.08,0.528,79.928,258299
10,0.686,0.494,-7.093,0.0355,0.613,0.402,168.946,232067
2,0.804,0.674,-5.453,0.0333,0.294,0.115,99.968,245940
13,0.835,0.679,-5.329,0.0364,0.583,0.218,124.98,162638
6,0.87,0.516,-8.006,0.0541,0.656,0.11,111.005,210200
15,0.762,0.861,-3.296,0.0955,0.0185,0.264,120.048,172714
13,0.704,0.797,-5.927,0.0475,0.0826,0.0546,139.994,148486
7,0.881,0.592,-4.898,0.0324,0.619,0.0901,101.058,154487
15,0.911,0.573,-7.43,0.288,0.38,0.403,140.04,97393
12,0.693,0.887,-5.039,0.0795,0.0581,0.27,114.942,278282
9,0.836,0.743,-6.305,0.0653,0.0974,0.335,108.965,191938
21,0.718,0.461,-7.676,0.0797,0.068,0.283,129.953,178176
9,0.795,0.684,-3.971,0.0419,0.0225,0.658,114.011,237895
13,0.695,0.636,-4.654,0.317,0.234,0.081,174.14,172235
26,0.565,0.636,-8.198,0.0638,0.107,0.447,170.01,179551
2,0.714,0.728,-4.595,0.0468,0.298,0.106,114.996,177955
6,0.829,0.799,-5.389,0.0897,0.0151,0.242,97.013,227629
10,0.733,0.67,-6.009,0.0751,0.121,0.121,100.964,192841
7,0.529,0.673,-4.711,0.175,0.000307,0.093,165.921,218365
32,0.733,0.69,-5.529,0.0427,0.0635,0.105,116.992,184613
28,0.768,0.714,-5.11,0.0401,0.352,0.15,131.443,163026
36,0.847,0.69,-7.877,0.0493,0.0127,0.0526,125.004,186662
17,0.663,0.786,-3.51,0.195,0.229,0.219,196.12,198367
2,0.791,0.862,-3.24,0.11,0.037,0.0814,123.994,214847
26,0.801,0.601,-7.574,0.255,0.0777,0.145,159.969,182907
41,0.586,0.525,-7.163,0.0615,0.111,0.134,133.629,260253
30,0.539,0.508,-6.05,0.0288,0.727,0.174,101.358,177720
2,0.902,0.582,-5.902,0.109,0.111,0.111,107.005,173948
33,0.577,0.574,-6.525,0.0278,0.572,0.1,94.009,268165
7,0.564,0.903,-3.221,0.307,0.356,0.175,78.293,230400
53,0.627,0.429,-8.255,0.234,0.238,0.122,126.426,112572
45,0.82,0.752,-7.635,0.0648,0.0584,0.628,127.999,187500
53,0.795,0.845,-3.809,0.135,0.105,0.172,170.023,254920
24,0.545,0.641,-6.398,0.0998,0.00453,0.171,121.892,215460
10,0.463,0.642,-4.474,0.34,0.314,0.0686,83.389,189893
10,0.787,0.546,-7.094,0.0532,0.305,0.122,93.05,176936
25,0.607,0.619,-6.726,0.396,0.142,0.231,102.974,182611
15,0.876,0.498,-7.511,0.0478,0.0706,0.143,122.016,173119
1,0.461,0.593,-4.954,0.0356,0.17,0.307,134.17,228373
11,0.532,0.623,-9.208,0.0331,0.538,0.0925,89.937,261923
57,0.712,0.557,-4.861,0.115,0.0397,0.27,170.079,171987
30,0.78,0.689,-5.668,0.141,0.0368,0.0698,115.042,225389
17,0.323,0.737,-4.008,0.0338,0.142,0.163,113.26,241067
44,0.909,0.824,-4.627,0.0797,0.0777,0.0638,109.97,322347
78,0.723,0.772,-6.784,0.0792,0.00524,0.367,102.004,146471
72,0.809,0.649,-4.433,0.0416,0.0407,0.145,120.014,198520
20,0.543,0.836,-9.11,0.0353,0.000647,0.153,105.173,515387
1,0.679,0.587,-7.015,0.276,0.141,0.137,186.003,230453
21,0.797,0.616,-10.229,0.375,0.762,0.0979,103.071,339612
25,0.839,0.69,-4.464,0.0615,0.207,0.176,151.991,196413
86,0.743,0.576,-3.552,0.076,0.151,0.128,171.945,191573
77,0.845,0.797,-4.984,0.139,0.0582,0.167,121.985,151475
93,0.795,0.565,-4.457,0.0948,0.131,0.0802,87.925,172342
19,0.817,0.67,-6.534,0.0506,0.123,0.128,130.058,208615
86,0.81,0.733,-6.338,0.0444,0.276,0.288,125.975,229283
103,0.464,0.417,-9.345,0.0256,0.136,0.0974,67.528,183956
105,0.645,0.795,-12.095,0.0527,0.347,0.104,112.067,251489
72,0.615,0.534,-6.719,0.0386,0.106,0.0607,135.917,236413
93,0.566,0.885,-4.528,0.0818,0.0958,0.334,90.99,232893
109,0.82,0.452,-9.796,0.0348,0.543,0.0714,117.401,253920
54,0.362,0.54,-6.031,0.0528,0.338,0.139,78.007,216410
112,0.579,0.601,-10.492,0.0322,0.0673,0.0778,140.019,257147
11,0.872,0.588,-6.276,0.0492,0.275,0.17,142.004,230704
111,0.672,0.52,-7.747,0.0353,0.859,0.115,120.001,226600
52,0.585,0.564,-7.063,0.0515,0.0671,0.135,113.003,242253
27,0.412,0.236,-15.159,0.0379,0.83,0.147,140.214,281381
14,0.714,0.645,-5.493,0.0514,0.229,0.0942,85.046,180930
121,0.757,0.789,-3.46,0.0583,0.307,0.0717,91.911,202174
122,0.568,0.646,-6.793,0.0332,0.0464,0.121,111.945,264773
126,0.4,0.479,-7.989,0.0308,0.0529,0.115,166.159,229173
114,0.912,0.774,-4.673,0.0455,0.121,0.101,119.966,155589
42,0.802,0.846,-4.495,0.207,0.233,0.114,109.982,227221
130,0.814,0.789,-6.29,0.0405,0.365,0.137,107.003,219669
18,0.499,0.671,-6.774,0.0561,0.114,0.148,124.994,336924
22,0.861,0.645,-6.96,0.0743,0.423,0.349,121.391,210989
68,0.793,0.859,-2.998,0.0544,0.0356,0.0343,97.001,168107
135,0.369,0.467,-9.018,0.0274,0.0194,0.109,94.473,290147
24,0.777,0.595,-6.79,0.0375,0.59,0.0669,108.02,244444
129,0.794,0.594,-8.698,0.139,0.283,0.109,99.238,160897
101,0.454,0.91,-7.766,0.0448,0.0866,0.116,125.116,354520
7,0.608,0.626,-4.773,0.301,0.597,0.25,176.086,250534
26,0.824,0.697,-4.869,0.0473,0.158,0.0751,99.987,215216
127,0.601,0.713,-3.758,0.0449,0.0282,0.158,122.872,169756
150,0.578,0.912,-3.929,0.114,0.0166,0.273,127.87,177525
161,0.898,0.509,-7.973,0.062,0.391,0.0876,119.869,181507
18,0.669,0.773,-5.619,0.153,0.038,0.113,93.923,185857
168,0.715,0.47,-12.638,0.0772,0.353,0.104,89.965,111627
34,0.903,0.519,-9.151,0.26,0.281,0.155,114.991,116727
5,0.507,0.294,-10,0.04,0.896,0.0966,114.199,245964
6,0.72,0.715,-4.652,0.04,0.258,0.107,107.041,193813
64,0.506,0.817,-5.051,0.0335,0.00272,0.0486,109.952,208707
164,0.816,0.696,-6.75,0.153,0.201,0.13,100.004,176268
101,0.819,0.651,-5.829,0.169,0.00639,0.122,139.957,185786
100,0.774,0.742,-4.178,0.0766,0.473,0.342,134.991,194023
18,0.812,0.855,-3.725,0.0554,0.0789,0.108,90.04,192477
5,0.866,0.813,-4.063,0.0554,0.38,0.0779,121.998,199440
59,0.559,0.559,-6.425,0.0358,0.0145,0.138,72.498,220780
46,0.674,0.625,-9.593,0.0514,0.0843,0.11,120.004,273998
193,0.552,0.531,-7.732,0.0421,0.241,0.122,144.946,176859
7,0.559,0.885,-4.515,0.189,0.0432,0.333,172.029,193594
194,0.505,0.71,-3.015,0.0321,0.19,0.269,89.938,177507
109,0.714,0.596,-6.206,0.043,0.0657,0.0625,91.991,224147
198,0.79,0.647,-5.983,0.136,0.0515,0.248,87.999,211000
33,0.554,0.535,-8.959,0.186,0.0616,0.124,105.865,208014
39,0.792,0.919,-5.688,0.276,0.0381,0.368,92.028,224473
50,0.556,0.63,-8.15,0.102,0.000828,0.155,149.147,210372
77,0.683,0.85,-5.042,0.0699,0.0781,0.741,107.988,368758
85,0.618,0.712,-8.246,0.114,0.14,0.575,97.057,254319
93,0.785,0.732,-5.724,0.164,0.0636,0.265,110.952,260771
96,0.876,0.628,-6.595,0.0935,0.0165,0.0938,118.028,203383
102,0.823,0.536,-10.123,0.319,0.0616,0.326,128.955,244792
114,0.857,0.558,-7.888,0.134,0.0122,0.288,123.973,288255
148,0.744,0.577,-7.228,0.0631,0.0672,0.178,135.869,169820
152,0.789,0.614,-6.491,0.0579,0.00348,0.283,126.035,198898
109,0.709,0.696,-4.837,0.275,0.16,0.248,98.119,134937
64,0.387,0.135,-14.398,0.051,0.929,0.0948,82.987,216448
140,0.953,0.57,-5.149,0.245,0.537,0.0993,129.947,131583
110,0.53,0.612,-4.286,0.0331,0.0403,0.393,148.009,225280
26,0.65,0.584,-8.286,0.307,0.0174,0.042,180.088,202227
10,0.65,0.76,-4.422,0.0446,0.255,0.339,93.057,214194
35,0.716,0.551,-6.987,0.47,0.167,0.197,82.393,234288
11,0.702,0.586,-7.83,0.0313,0.0388,0.156,134.951,199111
53,0.7,0.438,-5.784,0.0433,0.401,0.373,170.106,260000
55,0.398,0.286,-11.881,0.033,0.616,0.0912,78.262,222800
5,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014
19,0.535,0.388,-9.805,0.155,0.507,0.11,106.703,174000
51,0.646,0.471,-9.247,0.157,0.122,0.125,170.084,232813
13,0.728,0.741,-7.075,0.0473,0.000582,0.33,123.006,212166
14,0.805,0.498,-7.927,0.0737,0.0203,0.085,121.006,214215
23,0.535,0.791,-5.55,0.0327,0.00096,0.0788,142.981,211814
8,0.627,0.618,-8.529,0.0437,0.0558,0.351,82.03,197443
81,0.828,0.591,-6.217,0.109,0.0199,0.361,119.251,193347
23,0.87,0.523,-8.052,0.0602,0.433,0.113,110.02,204764
87,0.594,0.628,-6.345,0.359,0.12,0.0582,141.391,257213
15,0.7,0.49,-5.187,0.076,0.186,0.117,79.982,161803
22,0.698,0.769,-7.154,0.0368,0.0128,0.238,121.02,339023
66,0.456,0.83,-3.646,0.281,0.53,0.968,157.628,191524
101,0.718,0.709,-5.568,0.039,0.258,0.101,119.974,179427
104,0.423,0.355,-10.565,0.0454,0.761,0.0915,93.788,214613
106,0.828,0.721,-4.274,0.0558,0.153,0.547,129.092,168689
72,0.669,0.628,-4.177,0.0526,0.294,0.124,83.803,177857
90,0.774,0.792,-4.021,0.0523,0.051,0.155,122.062,139672
112,0.568,0.824,-4.613,0.0299,0.403,0.0855,108.625,174760
113,0.4,0.547,-8.381,0.177,0.33,0.241,177.595,189720
26,0.737,0.564,-7.045,0.105,0.436,0.351,90,163504
67,0.799,0.685,-5.366,0.0725,0.276,0.13,122.013,169059
25,0.469,0.623,-4.432,0.0302,0.345,0.588,134.943,209778
124,0.628,0.676,-4.227,0.0424,0.393,0.0978,78.996,215687
36,0.73,0.769,-5.114,0.0298,0.138,0.0473,104.948,228093
41,0.762,0.77,-2.758,0.223,0.138,0.15,177.998,201181
9,0.798,0.62,-7.079,0.232,0.414,0.112,120.031,164000
129,0.688,0.458,-9.138,0.588,0.14,0.407,124.553,177000
89,0.956,0.417,-7.892,0.0926,0.572,0.0782,108.015,187111
113,0.785,0.903,-4.184,0.21,0.258,0.169,139.98,193234
103,0.828,0.731,-3.033,0.111,0.0617,0.048,119.978,178453
5,0.803,0.597,-6.035,0.141,0.000619,0.323,136.008,257605
79,0.857,0.766,-3.699,0.0978,0.108,0.0817,106.024,165019
44,0.759,0.842,-3.758,0.096,0.101,0.134,105.059,263253
8,0.75,0.608,-4.008,0.0387,0.00165,0.178,132.507,173347
75,0.763,0.859,-3.3,0.0479,0.322,0.117,164.055,156760
16,0.798,0.545,-6.466,0.168,0.00904,0.258,118.029,226653
35,0.765,0.625,-3.599,0.0548,0.584,0.112,102.101,164706
15,0.824,0.862,-3.424,0.126,0.0076,0.303,122.98,169153
31,0.829,0.512,-5.865,0.187,0.492,0.12,80.511,123987
13,0.667,0.373,-9.389,0.05,0.785,0.0906,124.148,169266
11,0.369,0.272,-10.497,0.0364,0.866,0.147,172.929,152667
3,0.572,0.385,-6.362,0.0308,0.371,0.231,95.799,215733
3,0.778,0.695,-6.865,0.0913,0.175,0.15,149.996,132780
14,0.743,0.655,-5.015,0.159,0.114,0.0764,172.031,261335
110,0.422,0.264,-7.064,0.0322,0.922,0.132,119.93,269560
57,0.808,0.903,-2.179,0.0729,0.0899,0.0816,120.044,198053
42,0.787,0.833,-4.403,0.0478,0.018,0.0374,123.97,162604
171,0.722,0.745,-4.164,0.256,0.247,0.419,77.029,173381
51,0.614,0.318,-12.695,0.0478,0.896,0.0795,119.959,180933
9,0.903,0.817,-3.972,0.095,0.0272,0.242,102.014,217360
23,0.453,0.35,-11.639,0.0425,0.827,0.144,72.017,185147
8,0.449,0.465,-8.964,0.0791,0.524,0.303,89.087,198371
135,0.685,0.886,-4.179,0.034,0.028,0.481,125.034,161267
30,0.711,0.611,-5.453,0.33,0.00588,0.23,134.093,252262
70,0.334,0.599,-5.742,0.0365,0.0468,0.205,161.74,151444
2,0.775,0.327,-7.241,0.0557,0.841,0.0821,91.05,189486
188,0.747,0.812,-4.274,0.111,0.341,0.174,180.062,330478
3,0.789,0.536,-6.862,0.242,0.41,0.129,81.039,165926
61,0.535,0.618,-3.913,0.0273,0.0716,0.169,81.975,352200
191,0.785,0.907,-2.657,0.0938,0.00122,0.213,126.004,183693
41,0.85,0.541,-4.522,0.0674,0.161,0.286,92.003,165275
107,0.693,0.936,-1.322,0.0524,0.302,0.339,166.034,179032
3,0.666,0.465,-8.545,0.26,0.0503,0.215,167.937,291175
52,0.721,0.738,-4.77,0.0403,0.00226,0.118,119.976,154983
13,0.841,0.728,-3.37,0.0484,0.0847,0.149,130.049,243837
45,0.889,0.641,-4.494,0.0668,0.0515,0.19,87.99,159387
58,0.685,0.909,-4.034,0.0396,0.0471,0.35,95.004,248769
83,0.412,0.382,-7.023,0.0497,0.59,0.0931,81.493,178721
91,0.665,0.678,-4.122,0.0315,0.00156,0.474,131.986,122570
97,0.708,0.449,-4.369,0.0286,0.451,0.111,84.396,214000
114,0.412,0.94,-2.171,0.215,0.0648,0.358,157.964,210253
115,0.89,0.46,-8.155,0.0359,0.432,0.11,112.555,176078
164,0.413,0.881,-5.541,0.0367,5.99e-05,0.0805,158.066,250547
166,0.819,0.781,-4.879,0.0547,0.0323,0.121,100.062,163680
111,0.412,0.881,-3.502,0.087,0.00039,0.923,165.012,159096
17,0.695,0.575,-6.334,0.116,0.198,0.0614,163.929,173160
193,0.794,0.828,-5.883,0.0756,0.0999,0.102,90.015,210333
133,0.635,0.841,-5.379,0.0422,0.0134,0.0622,109.021,220734
62,0.609,0.378,-9.828,0.438,0.835,0.28,100.418,233720
10,0.686,0.445,-7.189,0.0398,0.484,0.175,145.5,164533
8,0.559,0.535,-7.723,0.039,0.719,0.0954,141.96,202183
24,0.712,0.861,-5.487,0.25,0.0182,0.511,84.042,148571
11,0.645,0.721,-4.394,0.0336,0.357,0.204,182.928,191959
14,0.576,0.457,-6.473,0.0304,0.143,0.0917,138.984,218577
3,0.79,0.67,-5.527,0.105,0.377,0.119,139.956,195950
15,0.555,0.536,-8.233,0.0452,0.669,0.0623,118.057,191638
13,0.829,0.644,-7.696,0.0427,0.354,0.0944,105.993,243508
16,0.707,0.811,-5.298,0.0304,0.311,0.131,113.971,187342
19,0.721,0.479,-9.669,0.226,0.321,0.182,164.948,140242
8,0.775,0.736,-8.072,0.247,0.319,0.127,100.988,239027
22,0.417,0.202,-10.976,0.0357,0.935,0.108,118.029,194544
77,0.876,0.359,-11.169,0.341,0.187,0.666,124.016,173085
20,0.503,0.496,-9.123,0.0556,0.693,0.123,187.844,148143
27,0.81,0.789,-5.08,0.0846,0.191,0.467,105.009,176000
97,0.808,0.582,-6.26,0.338,0.827,0.111,77.471,148817
18,0.376,0.657,-4.658,0.0768,0.0858,0.0884,80.565,164782
28,0.629,0.698,-4.485,0.308,0.0509,0.0909,117.765,201816
89,0.636,0.876,-3.413,0.0555,0.00164,0.117,120.983,148064
30,0.849,0.584,-8.195,0.115,0.0929,0.492,115.018,139041
116,0.763,0.782,-4.541,0.0346,0.182,0.293,127.034,177689
124,0.315,0.715,-8.072,0.0362,0.00125,0.0942,155.925,289533
